Timestamp,Action,Price,CA
2025-02-12 05:01:26,BUY,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:01:43,SELL,0.00058,8Xi2bk7ooBCCNHmqTks7vbjAqJ5xHPw91aYadV27pump
2025-02-12 05:01:51,BUY,1.3829,3iQL8BFS2vE7mww4ehAqQHAsbmRNCrPxizWAT2Zfyr9y
2025-02-12 05:02:30,BUY,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:02:49,SELL,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:03:06,BUY,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:00,BUY,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:08,SELL,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:12,SELL,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:15,BUY,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:34,SELL,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:40,SELL,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
2025-02-12 05:05:47,SELL,0.0,HBxzGZqQkhvzk6rGbUBGo472XLbdJad7514C2mmUpump
